latency_us,energy_pj
38.07947176588889,97.07141391988046
95.1207163345817,78.40720504112257
73.46740023932911,94.43828020881432
60.26718993550662,90.4317676627605
16.445845403801215,65.71061307523175
16.443457513284063,93.78160651344547
6.750277604651747,15.840254681943197
86.75143843171858,21.273241259260605
60.510386162577674,5.855615476473692
71.09918520180851,33.31597390170975
3.0378649352844422,49.017048235601266
97.02107536403744,28.029725553888667
83.41182143924175,84.15960080660481
22.02157195714934,39.98825551808505
19.00067175350296,32.146102580255324
19.15704647548995,59.275946402953174
31.119982052994235,17.533993582204896
52.950886731591545,80.76984658006504
43.76255684556946,10.42006319952488
29.83168487960615,100.50975771278458
61.573436577515565,78.76357711696829
14.809892204552142,26.723479225588
29.922320204986598,2.609453019975566
37.269822486075476,82.02596569043448
46.150928437486556,71.4727677821387
78.73242017790835,73.71418983374649
20.767704433677615,81.29464340474058
51.909209402947546,9.98856672185088
59.64904231734221,36.49976218397127
5.598590859279775,21.593820025657593
61.146940338242395,87.12987512161865
17.88188824504186,63.94859708897569
7.4401077055426725,35.369974784627956
94.93966818807999,7.647886907261733
96.59757127438138,32.76337139356331
81.03133746352965,33.592010533605645
31.156763148163698,74.89610959672846
10.669539286632004,70.70721792498331
68.73906962470353,89.3630614045873
44.57509688022053,49.92937847860317
13.081785249633104,20.196985939244392
50.02251410101575,72.11457188269927
4.404463590406621,87.60736940798479
91.02271980579943,56.89699553610803
26.619218178401674,78.39580663933704
66.58970615104421,49.94115840879417
31.859396532851683,54.66384540099706
52.48673409660327,44.284286673145324
55.12431765498469,3.609880193414379
19.300591097027176,13.124971119236186
